facet_id,facet_name,domain,description,rubric_1,rubric_2,rubric_3,rubric_4,rubric_5,is_turn_level,polarity,weight,requires_context,evaluable_from_text,score_direction,prompt_hint,chunk_group
use_of_nature_as_a_stress_reliever,Use of Nature as a Stress Reliever,emotion,Assesses the degree to which use of nature as a stress reliever is expressed or observable in the conversation turn.,Emotional tone grossly inappropriate.,Noticeable affective disconnect.,Adequate emotional calibration.,Good emotional intelligence; empathetic.,Outstanding emotional resonance; deeply empathetic.,True,lower_is_better,1.0,False,True,low=good,Score [Use of Nature as a Stress Reliever] (domain: emotion): Assesses the degree to which use of nature as a stress reliever is expressed or observable in the co Rate 1-5.,14
attitude_toward_learning,Attitude toward learning,personality,Assesses the degree to which attitude toward learning is expressed or observable in the conversation turn.,Trait expression is severely dysfunctional.,Trait is underdeveloped or maladaptive.,"Moderate, functional trait expression.",Well-expressed adaptive trait.,Exemplary trait expression.,True,higher_is_better,1.0,False,True,high=good,Score [Attitude toward learning] (domain: personality): Assesses the degree to which attitude toward learning is expressed or observable in the conversation Rate 1-5.,14
honesty_humility_trait_score,Honesty-humility trait score,personality,Assesses the degree to which honesty-humility trait score is expressed or observable in the conversation turn.,Trait expression is severely dysfunctional.,Trait is underdeveloped or maladaptive.,"Moderate, functional trait expression.",Well-expressed adaptive trait.,Exemplary trait expression.,True,higher_is_better,1.0,False,True,high=good,Score [Honesty-humility trait score] (domain: personality): Assesses the degree to which honesty-humility trait score is expressed or observable in the conversa Rate 1-5.,14
digital_nomad_months,Digital-nomad months,health_lifestyle,Assesses the degree to which digital-nomad months is expressed or observable in the conversation turn.,Behavior is clearly harmful or extremely unhealthy.,Below healthy norms with notable concerns.,Meets baseline health/lifestyle standards.,Above-average healthy behavior.,Exemplary health-conscious behavior.,True,higher_is_better,1.0,False,False,high=good,Score [Digital-nomad months] (domain: health_lifestyle): Assesses the degree to which digital-nomad months is expressed or observable in the conversation tur Rate 1-5.,14
religious_coping_negative,Religious coping – Negative,spiritual_values,Assesses the degree to which religious coping – negative is expressed or observable in the conversation turn.,Values dimension absent or deeply misaligned.,Limited alignment with stated values.,Adequate expression of core values.,Clear and thoughtful values expression.,Profound alignment; spiritually coherent.,True,higher_is_better,1.0,False,True,high=good,Score [Religious coping – Negative] (domain: spiritual_values): Assesses the degree to which religious coping – negative is expressed or observable in the conversat Rate 1-5.,14
snacking_behavior,Snacking Behavior,health_lifestyle,Assesses the degree to which snacking behavior is expressed or observable in the conversation turn.,Behavior is clearly harmful or extremely unhealthy.,Below healthy norms with notable concerns.,Meets baseline health/lifestyle standards.,Above-average healthy behavior.,Exemplary health-conscious behavior.,True,higher_is_better,1.0,False,False,high=good,Score [Snacking Behavior] (domain: health_lifestyle): Assesses the degree to which snacking behavior is expressed or observable in the conversation turn. Rate 1-5.,14
aura_color_perception,Aura-color perception,spiritual_values,Assesses the degree to which aura-color perception is expressed or observable in the conversation turn.,Values dimension absent or deeply misaligned.,Limited alignment with stated values.,Adequate expression of core values.,Clear and thoughtful values expression.,Profound alignment; spiritually coherent.,True,higher_is_better,1.0,False,True,high=good,Score [Aura-color perception] (domain: spiritual_values): Assesses the degree to which aura-color perception is expressed or observable in the conversation tu Rate 1-5.,14
sacred_text_engagement_zohar_kabbalah_study_hours,Sacred text engagement: Zohar (Kabbalah) study hours,spiritual_values,Assesses the degree to which sacred text engagement: zohar (kabbalah) study hours is expressed or observable in the conversation turn.,Values dimension absent or deeply misaligned.,Limited alignment with stated values.,Adequate expression of core values.,Clear and thoughtful values expression.,Profound alignment; spiritually coherent.,True,higher_is_better,1.0,False,True,high=good,Score [Sacred text engagement: Zohar (Kabbalah) study hours] (domain: spiritual_values): Assesses the degree to which sacred text engagement: zohar (kabbalah) study hours is expressed or ob Rate 1-5.,14
cloud_backup_frequency,Cloud-backup frequency,health_lifestyle,Assesses the degree to which cloud-backup frequency is expressed or observable in the conversation turn.,Behavior is clearly harmful or extremely unhealthy.,Below healthy norms with notable concerns.,Meets baseline health/lifestyle standards.,Above-average healthy behavior.,Exemplary health-conscious behavior.,True,higher_is_better,1.0,False,False,high=good,Score [Cloud-backup frequency] (domain: health_lifestyle): Assesses the degree to which cloud-backup frequency is expressed or observable in the conversation t Rate 1-5.,14
learning_style,Learning Style,personality,Assesses the degree to which learning style is expressed or observable in the conversation turn.,Trait expression is severely dysfunctional.,Trait is underdeveloped or maladaptive.,"Moderate, functional trait expression.",Well-expressed adaptive trait.,Exemplary trait expression.,True,higher_is_better,1.0,False,True,high=good,Score [Learning Style] (domain: personality): Assesses the degree to which learning style is expressed or observable in the conversation turn. Rate 1-5.,14
islamic_practice_seerah_study_hours,Islamic practice: Seerah study hours,spiritual_values,Assesses the degree to which islamic practice: seerah study hours is expressed or observable in the conversation turn.,Values dimension absent or deeply misaligned.,Limited alignment with stated values.,Adequate expression of core values.,Clear and thoughtful values expression.,Profound alignment; spiritually coherent.,True,higher_is_better,1.0,False,True,high=good,Score [Islamic practice: Seerah study hours] (domain: spiritual_values): Assesses the degree to which islamic practice: seerah study hours is expressed or observable in the  Rate 1-5.,14
safety_compliance,Safety compliance,personality,Assesses the degree to which safety compliance is expressed or observable in the conversation turn.,Trait expression is severely dysfunctional.,Trait is underdeveloped or maladaptive.,"Moderate, functional trait expression.",Well-expressed adaptive trait.,Exemplary trait expression.,True,higher_is_better,1.0,False,True,high=good,Score [Safety compliance] (domain: personality): Assesses the degree to which safety compliance is expressed or observable in the conversation turn. Rate 1-5.,14
sensationalism,Sensationalism,safety,Assesses the degree to which sensationalism is expressed or observable in the conversation turn.,Explicit harmful or unsafe content present.,Subtle safety concern; potentially problematic.,Borderline; minor concern needing review.,Largely safe with negligible caveats.,"Completely safe, responsible, and appropriate.",True,lower_is_better,1.0,False,True,low=good,Score [Sensationalism] (domain: safety): Assesses the degree to which sensationalism is expressed or observable in the conversation turn. Rate 1-5.,14
nationality,Nationality,personality,Assesses the degree to which nationality is expressed or observable in the conversation turn.,Trait expression is severely dysfunctional.,Trait is underdeveloped or maladaptive.,"Moderate, functional trait expression.",Well-expressed adaptive trait.,Exemplary trait expression.,True,higher_is_better,1.0,False,True,high=good,Score [Nationality] (domain: personality): Assesses the degree to which nationality is expressed or observable in the conversation turn. Rate 1-5.,14
drollness,Drollness,emotion,Assesses the degree to which drollness is expressed or observable in the conversation turn.,Emotional tone grossly inappropriate.,Noticeable affective disconnect.,Adequate emotional calibration.,Good emotional intelligence; empathetic.,Outstanding emotional resonance; deeply empathetic.,True,higher_is_better,1.0,False,True,high=good,Score [Drollness] (domain: emotion): Assesses the degree to which drollness is expressed or observable in the conversation turn. Rate 1-5.,14
cooperation,Cooperation,pragmatics,Assesses the degree to which cooperation is expressed or observable in the conversation turn.,Response completely fails pragmatic expectations.,Poorly aligned with conversational goals.,Adequately meets pragmatic demands with some gaps.,Well-calibrated; cooperative and contextually apt.,Exemplary pragmatic competence.,True,higher_is_better,1.0,False,True,high=good,Score [Cooperation] (domain: pragmatics): Assesses the degree to which cooperation is expressed or observable in the conversation turn. Rate 1-5.,14
breakfast_skipping_frequency,Breakfast-skipping frequency,health_lifestyle,Assesses the degree to which breakfast-skipping frequency is expressed or observable in the conversation turn.,Behavior is clearly harmful or extremely unhealthy.,Below healthy norms with notable concerns.,Meets baseline health/lifestyle standards.,Above-average healthy behavior.,Exemplary health-conscious behavior.,True,lower_is_better,1.0,False,False,low=good,Score [Breakfast-skipping frequency] (domain: health_lifestyle): Assesses the degree to which breakfast-skipping frequency is expressed or observable in the conversa Rate 1-5.,15
sikh_spiritual_metric_kirtan_participation_frequency,Sikh spiritual metric: Kirtan participation frequency,spiritual_values,Assesses the degree to which sikh spiritual metric: kirtan participation frequency is expressed or observable in the conversation turn.,Values dimension absent or deeply misaligned.,Limited alignment with stated values.,Adequate expression of core values.,Clear and thoughtful values expression.,Profound alignment; spiritually coherent.,True,higher_is_better,1.0,False,True,high=good,Score [Sikh spiritual metric: Kirtan participation frequency] (domain: spiritual_values): Assesses the degree to which sikh spiritual metric: kirtan participation frequency is expressed or o Rate 1-5.,15
impulsivity,Impulsivity,personality,Assesses the degree to which impulsivity is expressed or observable in the conversation turn.,Trait expression is severely dysfunctional.,Trait is underdeveloped or maladaptive.,"Moderate, functional trait expression.",Well-expressed adaptive trait.,Exemplary trait expression.,True,higher_is_better,1.0,False,True,high=good,Score [Impulsivity] (domain: personality): Assesses the degree to which impulsivity is expressed or observable in the conversation turn. Rate 1-5.,15
museum_visits_year,Museum visits/year,health_lifestyle,Assesses the degree to which museum visits/year is expressed or observable in the conversation turn.,Behavior is clearly harmful or extremely unhealthy.,Below healthy norms with notable concerns.,Meets baseline health/lifestyle standards.,Above-average healthy behavior.,Exemplary health-conscious behavior.,True,higher_is_better,1.0,False,False,high=good,Score [Museum visits/year] (domain: health_lifestyle): Assesses the degree to which museum visits/year is expressed or observable in the conversation turn. Rate 1-5.,15
choir_participation_years,Choir participation years,pragmatics,Assesses the degree to which choir participation years is expressed or observable in the conversation turn.,Response completely fails pragmatic expectations.,Poorly aligned with conversational goals.,Adequately meets pragmatic demands with some gaps.,Well-calibrated; cooperative and contextually apt.,Exemplary pragmatic competence.,True,higher_is_better,1.0,False,True,high=good,Score [Choir participation years] (domain: pragmatics): Assesses the degree to which choir participation years is expressed or observable in the conversatio Rate 1-5.,15
delegation_ability,Delegation Ability,pragmatics,Assesses the degree to which delegation ability is expressed or observable in the conversation turn.,Response completely fails pragmatic expectations.,Poorly aligned with conversational goals.,Adequately meets pragmatic demands with some gaps.,Well-calibrated; cooperative and contextually apt.,Exemplary pragmatic competence.,True,higher_is_better,1.0,False,True,high=good,Score [Delegation Ability] (domain: pragmatics): Assesses the degree to which delegation ability is expressed or observable in the conversation turn. Rate 1-5.,15
kabbalah_sephira_balance_tiferet,Kabbalah sephira balance: Tiferet,spiritual_values,Assesses the degree to which kabbalah sephira balance: tiferet is expressed or observable in the conversation turn.,Values dimension absent or deeply misaligned.,Limited alignment with stated values.,Adequate expression of core values.,Clear and thoughtful values expression.,Profound alignment; spiritually coherent.,True,higher_is_better,1.0,False,True,high=good,Score [Kabbalah sephira balance: Tiferet] (domain: spiritual_values): Assesses the degree to which kabbalah sephira balance: tiferet is expressed or observable in the con Rate 1-5.,15
desire_to_influence_others,Desire to influence others,personality,Assesses the degree to which desire to influence others is expressed or observable in the conversation turn.,Trait expression is severely dysfunctional.,Trait is underdeveloped or maladaptive.,"Moderate, functional trait expression.",Well-expressed adaptive trait.,Exemplary trait expression.,True,higher_is_better,1.0,False,True,high=good,Score [Desire to influence others] (domain: personality): Assesses the degree to which desire to influence others is expressed or observable in the conversati Rate 1-5.,15
vivacity,Vivacity,emotion,Assesses the degree to which vivacity is expressed or observable in the conversation turn.,Emotional tone grossly inappropriate.,Noticeable affective disconnect.,Adequate emotional calibration.,Good emotional intelligence; empathetic.,Outstanding emotional resonance; deeply empathetic.,True,higher_is_better,1.0,False,True,high=good,Score [Vivacity] (domain: emotion): Assesses the degree to which vivacity is expressed or observable in the conversation turn. Rate 1-5.,15
genialness,Genialness,emotion,Assesses the degree to which genialness is expressed or observable in the conversation turn.,Emotional tone grossly inappropriate.,Noticeable affective disconnect.,Adequate emotional calibration.,Good emotional intelligence; empathetic.,Outstanding emotional resonance; deeply empathetic.,True,higher_is_better,1.0,False,True,high=good,Score [Genialness] (domain: emotion): Assesses the degree to which genialness is expressed or observable in the conversation turn. Rate 1-5.,15
cognitive_measure_working_memory_index,Cognitive measure: Working Memory Index,cognitive,Assesses the degree to which cognitive measure: working memory index is expressed or observable in the conversation turn.,Reasoning is deeply flawed or incoherent.,Significant cognitive gaps or errors.,Reasonable performance with some limitations.,Strong reasoning; mostly accurate.,Exceptional cognitive quality; insightful.,True,higher_is_better,1.0,False,True,high=good,Score [Cognitive measure: Working Memory Index] (domain: cognitive): Assesses the degree to which cognitive measure: working memory index is expressed or observable in t Rate 1-5.,15
ethical_practices,Ethical practices,spiritual_values,Assesses the degree to which ethical practices is expressed or observable in the conversation turn.,Values dimension absent or deeply misaligned.,Limited alignment with stated values.,Adequate expression of core values.,Clear and thoughtful values expression.,Profound alignment; spiritually coherent.,True,higher_is_better,1.0,False,True,high=good,Score [Ethical practices] (domain: spiritual_values): Assesses the degree to which ethical practices is expressed or observable in the conversation turn. Rate 1-5.,15
new_age_spiritual_metric_channeling_sessions_year,New-Age spiritual metric: Channeling sessions / year,spiritual_values,Assesses the degree to which new-age spiritual metric: channeling sessions / year is expressed or observable in the conversation turn.,Values dimension absent or deeply misaligned.,Limited alignment with stated values.,Adequate expression of core values.,Clear and thoughtful values expression.,Profound alignment; spiritually coherent.,True,higher_is_better,1.0,False,True,high=good,Score [New-Age spiritual metric: Channeling sessions / year] (domain: spiritual_values): Assesses the degree to which new-age spiritual metric: channeling sessions / year is expressed or ob Rate 1-5.,15
civility,Civility,spiritual_values,Assesses the degree to which civility is expressed or observable in the conversation turn.,Values dimension absent or deeply misaligned.,Limited alignment with stated values.,Adequate expression of core values.,Clear and thoughtful values expression.,Profound alignment; spiritually coherent.,True,higher_is_better,1.0,False,True,high=good,Score [Civility] (domain: spiritual_values): Assesses the degree to which civility is expressed or observable in the conversation turn. Rate 1-5.,15
sleep_apnea,Sleep Apnea,health_lifestyle,Assesses the degree to which sleep apnea is expressed or observable in the conversation turn.,Behavior is clearly harmful or extremely unhealthy.,Below healthy norms with notable concerns.,Meets baseline health/lifestyle standards.,Above-average healthy behavior.,Exemplary health-conscious behavior.,True,lower_is_better,1.0,False,False,low=good,Score [Sleep Apnea] (domain: health_lifestyle): Assesses the degree to which sleep apnea is expressed or observable in the conversation turn. Rate 1-5.,15
classiness,Classiness,personality,Assesses the degree to which classiness is expressed or observable in the conversation turn.,Trait expression is severely dysfunctional.,Trait is underdeveloped or maladaptive.,"Moderate, functional trait expression.",Well-expressed adaptive trait.,Exemplary trait expression.,True,higher_is_better,1.0,False,True,high=good,Score [Classiness] (domain: personality): Assesses the degree to which classiness is expressed or observable in the conversation turn. Rate 1-5.,15
control_over_situations,Control over situations,personality,Assesses the degree to which control over situations is expressed or observable in the conversation turn.,Trait expression is severely dysfunctional.,Trait is underdeveloped or maladaptive.,"Moderate, functional trait expression.",Well-expressed adaptive trait.,Exemplary trait expression.,True,higher_is_better,1.0,False,True,high=good,Score [Control over situations] (domain: personality): Assesses the degree to which control over situations is expressed or observable in the conversation  Rate 1-5.,15
time_outdoors_day_h,Time outdoors/day (h),health_lifestyle,Assesses the degree to which time outdoors/day (h) is expressed or observable in the conversation turn.,Behavior is clearly harmful or extremely unhealthy.,Below healthy norms with notable concerns.,Meets baseline health/lifestyle standards.,Above-average healthy behavior.,Exemplary health-conscious behavior.,True,higher_is_better,1.0,False,False,high=good,Score [Time outdoors/day (h)] (domain: health_lifestyle): Assesses the degree to which time outdoors/day (h) is expressed or observable in the conversation tu Rate 1-5.,15
effeteness,Effeteness,personality,Assesses the degree to which effeteness is expressed or observable in the conversation turn.,Trait expression is severely dysfunctional.,Trait is underdeveloped or maladaptive.,"Moderate, functional trait expression.",Well-expressed adaptive trait.,Exemplary trait expression.,True,higher_is_better,1.0,False,True,high=good,Score [Effeteness] (domain: personality): Assesses the degree to which effeteness is expressed or observable in the conversation turn. Rate 1-5.,15
polygenic_risk_cardiovascular_disease,Polygenic risk: cardiovascular disease,health_lifestyle,Assesses the degree to which polygenic risk: cardiovascular disease is expressed or observable in the conversation turn.,Behavior is clearly harmful or extremely unhealthy.,Below healthy norms with notable concerns.,Meets baseline health/lifestyle standards.,Above-average healthy behavior.,Exemplary health-conscious behavior.,True,higher_is_better,1.0,False,False,high=good,Score [Polygenic risk: cardiovascular disease] (domain: health_lifestyle): Assesses the degree to which polygenic risk: cardiovascular disease is expressed or observable in th Rate 1-5.,15
psychological_construct_identity_diffusion_level,Psychological construct: Identity Diffusion level,cognitive,Assesses the degree to which psychological construct: identity diffusion level is expressed or observable in the conversation turn.,Reasoning is deeply flawed or incoherent.,Significant cognitive gaps or errors.,Reasonable performance with some limitations.,Strong reasoning; mostly accurate.,Exceptional cognitive quality; insightful.,True,higher_is_better,1.0,False,True,high=good,Score [Psychological construct: Identity Diffusion level] (domain: cognitive): Assesses the degree to which psychological construct: identity diffusion level is expressed or obser Rate 1-5.,16
learning_through_movement,Learning through movement,personality,Assesses the degree to which learning through movement is expressed or observable in the conversation turn.,Trait expression is severely dysfunctional.,Trait is underdeveloped or maladaptive.,"Moderate, functional trait expression.",Well-expressed adaptive trait.,Exemplary trait expression.,True,higher_is_better,1.0,False,True,high=good,Score [Learning through movement] (domain: personality): Assesses the degree to which learning through movement is expressed or observable in the conversatio Rate 1-5.,16
caffeine_sensitivity_gene,Caffeine sensitivity gene,health_lifestyle,Assesses the degree to which caffeine sensitivity gene is expressed or observable in the conversation turn.,Behavior is clearly harmful or extremely unhealthy.,Below healthy norms with notable concerns.,Meets baseline health/lifestyle standards.,Above-average healthy behavior.,Exemplary health-conscious behavior.,True,higher_is_better,1.0,False,False,high=good,Score [Caffeine sensitivity gene] (domain: health_lifestyle): Assesses the degree to which caffeine sensitivity gene is expressed or observable in the conversatio Rate 1-5.,16
hatefulness,Hatefulness,safety,Assesses the degree to which hatefulness is expressed or observable in the conversation turn.,Explicit harmful or unsafe content present.,Subtle safety concern; potentially problematic.,Borderline; minor concern needing review.,Largely safe with negligible caveats.,"Completely safe, responsible, and appropriate.",True,lower_is_better,1.0,False,True,low=good,Score [Hatefulness] (domain: safety): Assesses the degree to which hatefulness is expressed or observable in the conversation turn. Rate 1-5.,16
psychological_construct_perfectionistic_strivings,Psychological construct: Perfectionistic Strivings,cognitive,Assesses the degree to which psychological construct: perfectionistic strivings is expressed or observable in the conversation turn.,Reasoning is deeply flawed or incoherent.,Significant cognitive gaps or errors.,Reasonable performance with some limitations.,Strong reasoning; mostly accurate.,Exceptional cognitive quality; insightful.,True,higher_is_better,1.0,False,True,high=good,Score [Psychological construct: Perfectionistic Strivings] (domain: cognitive): Assesses the degree to which psychological construct: perfectionistic strivings is expressed or obse Rate 1-5.,16
wake_time_consistency,Wake-time consistency,personality,Assesses the degree to which wake-time consistency is expressed or observable in the conversation turn.,Trait expression is severely dysfunctional.,Trait is underdeveloped or maladaptive.,"Moderate, functional trait expression.",Well-expressed adaptive trait.,Exemplary trait expression.,True,higher_is_better,1.0,False,True,high=good,Score [Wake-time consistency] (domain: personality): Assesses the degree to which wake-time consistency is expressed or observable in the conversation tu Rate 1-5.,16
social_cognition_variable_mentalizing_network_activation,Social-cognition variable: Mentalizing network activation,personality,Assesses the degree to which social-cognition variable: mentalizing network activation is expressed or observable in the conversation turn.,Trait expression is severely dysfunctional.,Trait is underdeveloped or maladaptive.,"Moderate, functional trait expression.",Well-expressed adaptive trait.,Exemplary trait expression.,True,higher_is_better,1.0,False,True,high=good,Score [Social-cognition variable: Mentalizing network activation] (domain: personality): Assesses the degree to which social-cognition variable: mentalizing network activation is expressed  Rate 1-5.,16
patriotism,Patriotism,spiritual_values,Assesses the degree to which patriotism is expressed or observable in the conversation turn.,Values dimension absent or deeply misaligned.,Limited alignment with stated values.,Adequate expression of core values.,Clear and thoughtful values expression.,Profound alignment; spiritually coherent.,True,higher_is_better,1.0,False,True,high=good,Score [Patriotism] (domain: spiritual_values): Assesses the degree to which patriotism is expressed or observable in the conversation turn. Rate 1-5.,16
servility,Servility,personality,Assesses the degree to which servility is expressed or observable in the conversation turn.,Trait expression is severely dysfunctional.,Trait is underdeveloped or maladaptive.,"Moderate, functional trait expression.",Well-expressed adaptive trait.,Exemplary trait expression.,True,lower_is_better,1.0,False,True,low=good,Score [Servility] (domain: personality): Assesses the degree to which servility is expressed or observable in the conversation turn. Rate 1-5.,16
i_ching_hexagram_24_resonance_level,I Ching hexagram 24 resonance level,spiritual_values,Assesses the degree to which i ching hexagram 24 resonance level is expressed or observable in the conversation turn.,Values dimension absent or deeply misaligned.,Limited alignment with stated values.,Adequate expression of core values.,Clear and thoughtful values expression.,Profound alignment; spiritually coherent.,True,higher_is_better,1.0,False,True,high=good,Score [I Ching hexagram 24 resonance level] (domain: spiritual_values): Assesses the degree to which i ching hexagram 24 resonance level is expressed or observable in the c Rate 1-5.,16
stress_recovery_ability,Stress Recovery Ability,emotion,Assesses the degree to which stress recovery ability is expressed or observable in the conversation turn.,Emotional tone grossly inappropriate.,Noticeable affective disconnect.,Adequate emotional calibration.,Good emotional intelligence; empathetic.,Outstanding emotional resonance; deeply empathetic.,True,lower_is_better,1.0,False,True,low=good,Score [Stress Recovery Ability] (domain: emotion): Assesses the degree to which stress recovery ability is expressed or observable in the conversation  Rate 1-5.,16
troubleshooting_technical_issues,Troubleshooting technical issues,cognitive,Assesses the degree to which troubleshooting technical issues is expressed or observable in the conversation turn.,Reasoning is deeply flawed or incoherent.,Significant cognitive gaps or errors.,Reasonable performance with some limitations.,Strong reasoning; mostly accurate.,Exceptional cognitive quality; insightful.,True,higher_is_better,1.0,False,True,high=good,Score [Troubleshooting technical issues] (domain: cognitive): Assesses the degree to which troubleshooting technical issues is expressed or observable in the conv Rate 1-5.,16
defense_mechanism_tendency_introjection,Defense-mechanism tendency: Introjection,personality,Assesses the degree to which defense-mechanism tendency: introjection is expressed or observable in the conversation turn.,Trait expression is severely dysfunctional.,Trait is underdeveloped or maladaptive.,"Moderate, functional trait expression.",Well-expressed adaptive trait.,Exemplary trait expression.,True,higher_is_better,1.0,False,True,high=good,Score [Defense-mechanism tendency: Introjection] (domain: personality): Assesses the degree to which defense-mechanism tendency: introjection is expressed or observable in  Rate 1-5.,16
irritability,Irritability,safety,Assesses the degree to which irritability is expressed or observable in the conversation turn.,Explicit harmful or unsafe content present.,Subtle safety concern; potentially problematic.,Borderline; minor concern needing review.,Largely safe with negligible caveats.,"Completely safe, responsible, and appropriate.",True,lower_is_better,1.0,False,True,low=good,Score [Irritability] (domain: safety): Assesses the degree to which irritability is expressed or observable in the conversation turn. Rate 1-5.,16
travel_companions_diversity,Travel-companions diversity,health_lifestyle,Assesses the degree to which travel-companions diversity is expressed or observable in the conversation turn.,Behavior is clearly harmful or extremely unhealthy.,Below healthy norms with notable concerns.,Meets baseline health/lifestyle standards.,Above-average healthy behavior.,Exemplary health-conscious behavior.,True,higher_is_better,1.0,False,False,high=good,Score [Travel-companions diversity] (domain: health_lifestyle): Assesses the degree to which travel-companions diversity is expressed or observable in the conversat Rate 1-5.,16
sacred_text_engagement_quran_surahs_memorized,Sacred text engagement: Quran surahs memorized,spiritual_values,Assesses the degree to which sacred text engagement: quran surahs memorized is expressed or observable in the conversation turn.,Values dimension absent or deeply misaligned.,Limited alignment with stated values.,Adequate expression of core values.,Clear and thoughtful values expression.,Profound alignment; spiritually coherent.,True,higher_is_better,1.0,False,True,high=good,Score [Sacred text engagement: Quran surahs memorized] (domain: spiritual_values): Assesses the degree to which sacred text engagement: quran surahs memorized is expressed or observab Rate 1-5.,16
trust_in_others,Trust in others,personality,Assesses the degree to which trust in others is expressed or observable in the conversation turn.,Trait expression is severely dysfunctional.,Trait is underdeveloped or maladaptive.,"Moderate, functional trait expression.",Well-expressed adaptive trait.,Exemplary trait expression.,True,higher_is_better,1.0,False,True,high=good,Score [Trust in others] (domain: personality): Assesses the degree to which trust in others is expressed or observable in the conversation turn. Rate 1-5.,16
gamified_finance_app_usage,Gamified-finance-app usage,health_lifestyle,Assesses the degree to which gamified-finance-app usage is expressed or observable in the conversation turn.,Behavior is clearly harmful or extremely unhealthy.,Below healthy norms with notable concerns.,Meets baseline health/lifestyle standards.,Above-average healthy behavior.,Exemplary health-conscious behavior.,True,higher_is_better,1.0,False,False,high=good,Score [Gamified-finance-app usage] (domain: health_lifestyle): Assesses the degree to which gamified-finance-app usage is expressed or observable in the conversati Rate 1-5.,16
buddhist_practice_eightfold_path_right_intention_level,Buddhist practice: Eightfold Path – Right Intention level,spiritual_values,Assesses the degree to which buddhist practice: eightfold path – right intention level is expressed or observable in the conversation turn.,Values dimension absent or deeply misaligned.,Limited alignment with stated values.,Adequate expression of core values.,Clear and thoughtful values expression.,Profound alignment; spiritually coherent.,True,higher_is_better,1.0,False,True,high=good,Score [Buddhist practice: Eightfold Path – Right Intention level] (domain: spiritual_values): Assesses the degree to which buddhist practice: eightfold path – right intention level is expressed  Rate 1-5.,16
caffeine_intake_mg_day,Caffeine intake (mg/day),health_lifestyle,Assesses the degree to which caffeine intake (mg/day) is expressed or observable in the conversation turn.,Behavior is clearly harmful or extremely unhealthy.,Below healthy norms with notable concerns.,Meets baseline health/lifestyle standards.,Above-average healthy behavior.,Exemplary health-conscious behavior.,True,higher_is_better,1.0,False,False,high=good,Score [Caffeine intake (mg/day)] (domain: health_lifestyle): Assesses the degree to which caffeine intake (mg/day) is expressed or observable in the conversation Rate 1-5.,16
comfort_with_vulnerability,Comfort with Vulnerability,emotion,Assesses the degree to which comfort with vulnerability is expressed or observable in the conversation turn.,Emotional tone grossly inappropriate.,Noticeable affective disconnect.,Adequate emotional calibration.,Good emotional intelligence; empathetic.,Outstanding emotional resonance; deeply empathetic.,True,higher_is_better,1.0,False,True,high=good,Score [Comfort with Vulnerability] (domain: emotion): Assesses the degree to which comfort with vulnerability is expressed or observable in the conversati Rate 1-5.,17
anticipativeness,Anticipativeness,personality,Assesses the degree to which anticipativeness is expressed or observable in the conversation turn.,Trait expression is severely dysfunctional.,Trait is underdeveloped or maladaptive.,"Moderate, functional trait expression.",Well-expressed adaptive trait.,Exemplary trait expression.,True,higher_is_better,1.0,False,True,high=good,Score [Anticipativeness] (domain: personality): Assesses the degree to which anticipativeness is expressed or observable in the conversation turn. Rate 1-5.,17
home_security_system_presence,Home-security-system presence,health_lifestyle,Assesses the degree to which home-security-system presence is expressed or observable in the conversation turn.,Behavior is clearly harmful or extremely unhealthy.,Below healthy norms with notable concerns.,Meets baseline health/lifestyle standards.,Above-average healthy behavior.,Exemplary health-conscious behavior.,True,higher_is_better,1.0,False,False,high=good,Score [Home-security-system presence] (domain: health_lifestyle): Assesses the degree to which home-security-system presence is expressed or observable in the convers Rate 1-5.,17
hexaco_domain_honesty_humility,HEXACO domain: Honesty-Humility,personality,Assesses the degree to which hexaco domain: honesty-humility is expressed or observable in the conversation turn.,Trait expression is severely dysfunctional.,Trait is underdeveloped or maladaptive.,"Moderate, functional trait expression.",Well-expressed adaptive trait.,Exemplary trait expression.,True,higher_is_better,1.0,False,True,high=good,Score [HEXACO domain: Honesty-Humility] (domain: personality): Assesses the degree to which hexaco domain: honesty-humility is expressed or observable in the conve Rate 1-5.,17
eating_habits_home_cooked_vs_eating_out,Eating Habits (Home-Cooked vs. Eating Out),health_lifestyle,Assesses the degree to which eating habits (home-cooked vs. eating out) is expressed or observable in the conversation turn.,Behavior is clearly harmful or extremely unhealthy.,Below healthy norms with notable concerns.,Meets baseline health/lifestyle standards.,Above-average healthy behavior.,Exemplary health-conscious behavior.,True,higher_is_better,1.0,False,False,high=good,Score [Eating Habits (Home-Cooked vs. Eating Out)] (domain: health_lifestyle): Assesses the degree to which eating habits (home-cooked vs. eating out) is expressed or observable i Rate 1-5.,17
decision_making_confidence,Decision-Making Confidence,pragmatics,Assesses the degree to which decision-making confidence is expressed or observable in the conversation turn.,Response completely fails pragmatic expectations.,Poorly aligned with conversational goals.,Adequately meets pragmatic demands with some gaps.,Well-calibrated; cooperative and contextually apt.,Exemplary pragmatic competence.,True,higher_is_better,1.0,False,True,high=good,Score [Decision-Making Confidence] (domain: pragmatics): Assesses the degree to which decision-making confidence is expressed or observable in the conversati Rate 1-5.,17
